case_id,summary,status,time_to_solve,lat,lon,date_reported,location_desc
31139aad-c750-4b8c-aac5-621ec3920990,"Vote agent I within serious must.","Under Investigation",69,69.4575795,-88.928615,2024-11-06,"Port Candicebury"
3118561e-1418-473d-a8c2-c2c9291fa4f1,"These act defense computer school painting.","Under Investigation",15,67.3351165,149.542476,2024-06-11,Troyside
31459bfb-8dc5-4468-9a95-9284a3abc2d4,"Garden risk knowledge often store.",Closed,67,52.2066915,-121.582391,2025-01-03,Timothyport
31e8ab87-81cc-415e-b609-1168d41ca6c8,"Around difficult control since require charge.","Under Investigation",62,54.654759,47.995634,2025-02-04,"Port Jessica"
3209bc73-062f-4d59-94e1-87ff67798774,"Far in game trip fall current would.","Under Investigation",13,-41.750165,-65.76101,2025-03-24,"New Christopherberg"
3238fb1e-9ec2-4d8c-8521-a756a0d2f6f0,"Step someone glass prevent good subject.","Under Investigation",56,71.9594825,-81.174823,2024-08-06,"South Katrinamouth"
334a72c5-6378-4eee-a520-a012500735f8,"Should challenge all practice visit.","Under Investigation",5,-33.1331345,53.806259,2025-03-28,Racheltown
3362b005-950d-4ddd-8e60-e29b6385d36c,"Bank line worry later available.",Open,39,78.609429,59.697881,2024-09-04,Anthonystad
336da1a5-617f-409b-83f3-1032f63dd55e,"Close challenge during local hope.","Under Investigation",14,34.2134425,-58.954135,2025-02-08,Arroyotown
3393b96d-ea4b-42be-a88d-15844c3fdb86,"Unit threat although break mind success.",Closed,77,-49.1107565,48.470075,2025-01-14,Theresaborough
33b4095e-f7d4-4d86-a89b-1567ed9ce043,"Clearly agreement program choose outside sing.","Under Investigation",45,60.4572825,66.286149,2025-03-15,Greenburgh
341349ae-f77f-46c9-a599-e7a7ea88da0f,"First management plan together.","Under Investigation",11,-52.9723325,118.156772,2025-03-31,Lauraburgh
34652284-c9dc-44ed-8310-8e3130d605da,"Same question teacher skin reality friend sit right.",Closed,49,-46.5477545,-178.182949,2025-02-16,"New Gregoryview"
3527992e-7275-4924-9edf-0a3b2aef3b22,"Religious option easy interview.",Open,39,-38.0011115,87.261038,2024-12-14,Kristinside
3575f766-856a-4497-861b-c94ae874557e,"Hear from sign produce.",Open,74,-61.3933175,-36.625967,2024-08-25,Michaelville
357d9414-129d-4810-a2ce-7496775a4883,"Participant economic until prove study.",Closed,39,-41.494506,-119.394181,2025-02-03,Davidmouth
35fd24ad-0d4f-43b3-a32e-2435e1879dcc,"Success forward manage language TV.",Closed,68,2.20496,154.00093,2024-07-30,"Lake Christinaport"
36117687-8f1d-4193-914d-ea7897436b26,"Ok than cause brother house social he good.",Open,38,89.634174,-68.247568,2024-06-09,Fergusonshire
3621b45b-c964-43e7-9063-a43a74328725,"Action why sound.",Closed,82,-58.0873685,25.149388,2025-05-11,Osbornestad
36972745-991b-48da-93ee-46b447009bd5,"Treat agent magazine pattern college sure.",Closed,64,-11.2434495,-123.665657,2025-05-11,Paulfurt
36c1285e-45ea-44e8-8c3d-c4342b46aa70,"Determine change security media threat during set or.",Open,25,84.0991795,-86.173229,2024-09-08,"South Brandiside"
370095e1-9f37-4b93-8f26-7ffdb4fc6887,"Itself game describe her as describe.","Under Investigation",59,-71.446369,76.686215,2024-12-01,Stoutborough
372df1c8-8a05-4866-877f-fa1f88c7d623,"Right share member risk business fear owner.",Closed,15,39.394881,-119.505662,2024-06-05,"Port Crystalville"
3755ec1f-601b-410b-8dcf-cac20f70d0f4,"Animal bed only off evidence prepare.",Closed,15,-41.753712,-51.766196,2025-03-06,"North Lindsey"
37575e5d-f529-4391-9365-834e248fb1f1,"Social who figure explain.",Open,85,-74.728145,58.905172,2025-04-08,Vasquezport
37750b73-365b-4bcf-80f9-d6bb34502191,"Tonight item network consider boy.","Under Investigation",79,-60.5686475,-111.941427,2024-11-29,Shepardport
378e0e50-fe74-49d0-887e-deeb0adbad58,"Federal series lay century woman.","Under Investigation",51,8.04782,120.276862,2024-09-23,"South Brittany"
379485db-c15b-4064-bc71-98b481198b19,"Standard clear seat figure police.",Closed,75,76.4061295,161.377578,2025-01-15,"West Gabrielborough"
38321cf2-2385-42ff-be39-9c543a7ebd01,"Able let cover address need bill.",Closed,68,68.73535,141.54295,2024-09-16,Hallport
38579341-7e1d-4811-b366-00fa407b6c10,"Able away every art material.",Open,83,-40.9631745,-13.630609,2024-11-20,"Port Melissa"
38a31398-8322-4482-8fa4-0bd2f9997028,"That player section ball try.",Open,24,65.151852,93.519759,2024-09-06,"North Jessefurt"
38e2f4e7-df46-40ad-ac83-ab34259c02e9,"Health chair large.","Under Investigation",53,-70.933692,136.923174,2024-07-14,Vanceport
391aeb54-0b9d-49c0-ae2e-27f198ee47c9,"Start nor condition.",Open,48,-57.926022,103.491576,2024-12-24,"West Christineville"
393f0dff-666e-4103-aeb2-38fc4862bf7d,"Assume give thing in Republican.",Open,11,78.6268185,79.971355,2024-08-31,Lorifurt
3a17d599-0cf8-43ec-9985-059b93f37b15,"Represent certainly year home ability wear what.",Open,12,87.395519,97.385765,2024-08-08,"East Nicoleport"
3a23cb90-88be-41b8-84ae-9fb465b2077a,"Outside protect west fine.","Under Investigation",81,-29.1331335,-23.864428,2024-12-13,"South Robertmouth"
3a4bad2b-287d-4aa5-a4b1-7a02ac3266e8,"For shoulder clear quite.",Open,15,-19.2039275,93.867387,2025-01-29,"North Tony"
3a7461cc-12ff-4700-8f22-24c878afffad,"Maybe piece young house difference result actually mouth.",Closed,23,-48.8272125,35.319074,2024-11-24,Peterstad
3a77c93b-35c2-4ecf-b66d-fdf7eca3cb76,"Throw inside agent perform.",Open,61,76.9584895,-99.149022,2025-05-10,Richardsland
3aad4548-7cb1-47e9-9809-3930423ae3c4,"Simple outside four hotel rest political.",Open,40,79.7496205,6.121708,2025-02-06,Simpsonstad
3b7abf72-ba75-4e82-a6cf-1aa28eb68b32,"Apply view option economy.","Under Investigation",58,81.0802725,-115.818528,2024-08-31,Brianville
3b90a59a-b006-4ab1-90f4-307ae1351b96,"Church line effort the same.",Closed,86,57.935016,-110.769816,2024-12-24,"East Brian"
3bd823ca-bbad-409e-a0dc-1b9906ddaf83,"We in traditional mention several.","Under Investigation",70,36.654153,112.71316,2024-09-03,Johnsonfurt
3bd84ff6-cd47-48a0-a538-fda7cec20cc9,"Development myself peace up Mr cover.",Open,85,61.414389,4.201305,2024-09-17,Stephenside
3c2972b4-9e4d-4fe0-99df-efbe9a19d7ab,"Majority use of that report serve.","Under Investigation",58,-57.453085,-3.59006,2025-01-09,"East Jason"
3c93b00e-0271-43ab-991d-4675a4731217,"Job begin put pass now process week.","Under Investigation",50,21.5744165,-69.999369,2025-03-02,"Lake Kayla"
3cb64ec4-e604-4c5f-9266-2a6cf439f72a,"She value source magazine.",Open,7,-47.8759645,65.03546,2025-05-23,"North Brandonborough"
3cde52ef-49fa-4601-83a7-388a5e74f83a,"Sing teacher president.","Under Investigation",87,-2.5193365,-136.428347,2024-09-13,"West Tiffany"
3cf62aab-1496-403b-9c7b-0bec1a8c36c5,"Decade moment reality investment gun painting apply.",Closed,9,-6.992534,1.451771,2024-12-29,Jordanport
3d0866c6-ec45-4081-8e1c-11080ca1395b,"Bill pull appear similar.","Under Investigation",50,-23.4101295,163.84937,2024-12-12,Theresashire
3d2643aa-957f-49c6-89ff-f811b9783247,"Put gas future statement on free employee.",Open,6,16.13089,98.8571,2024-07-31,"Lake Nicoleland"
3d401115-c869-4ab5-9ae8-b04978efe9bb,"Arrive history trial.",Closed,15,-39.1150435,109.975919,2024-11-08,Proctorbury
3d7ece51-da0b-43b8-9c98-94f43cf98950,"Each office account office.",Closed,69,78.165969,151.947665,2025-01-19,Jacksonborough
3d9bde3e-741f-47c8-8f04-493324b0726e,"Food forward growth.",Closed,64,6.938425,-162.166026,2025-03-19,"South Danielleberg"
3df7a582-674b-4dbe-b35e-b10b4a0f99ae,"While throw lose deal class.",Closed,32,-16.096982,58.085458,2025-02-10,Shanemouth
3dfedf5e-7f14-44fa-bc53-dcdd5ba7dfb8,"Produce ask better discover question indeed soldier daughter.",Closed,79,53.261293,59.184491,2025-02-23,"East Elizabeth"
3e1b4800-37d3-445f-aa4f-b7f564d48462,"Draw down they truth six.",Open,81,42.7104195,-41.545832,2024-11-10,Nicoleland
3e84b94b-e513-4fc0-8bc6-8652596f71b7,"Society receive decide fast very back.",Open,7,57.4059945,147.837329,2025-04-14,"North Lisa"
3e9dda68-fc96-436d-a6b2-136e27932498,"Share prepare economic perform firm.",Closed,54,-47.1369895,-23.75429,2025-04-20,"Port Brandon"
3ecab263-c546-438c-a02e-98a68c2b7a80,"Hear region interesting total record.","Under Investigation",51,-86.1792575,-121.123815,2024-12-11,Michaelbury
3ed2af4c-5045-40bb-a048-1c45f5ce0954,"Fire section all.",Closed,23,-53.7126665,-152.635078,2025-03-28,Kaylastad
3edc025a-6855-4edd-99e6-9be3fde749d4,"Memory wife spend.",Closed,14,-30.531172,-41.418273,2025-03-16,Fosterville
3efe5b3d-d3f4-4a44-8fa6-f19d877f3d8a,"Economic former suggest page space nothing.",Closed,65,66.3946725,96.225386,2024-07-24,"Port John"
3f24a011-66cc-47ca-b028-8e4fe790075e,"Safe may only pull dog car.",Open,17,46.1947025,-57.406335,2025-03-30,"North Coltonborough"
3f7ee023-1ad4-4f30-ad22-4880d5b23590,"Happy yard behind anyone wear.",Closed,48,-33.8840975,-32.11725,2025-02-09,Tuckerport
3fd1fa95-f8c7-49be-ab68-d461285d6159,"Girl throughout win economic cold sea morning.",Open,87,-49.6007695,-120.790811,2024-09-20,Adamsborough
40b0424f-8c20-4d31-aeab-9deda856a727,"Relationship physical none standard.",Closed,59,24.2421525,54.047418,2025-02-13,"Lake Madison"
40c9c962-49d8-40cd-973e-7391d95b4e6a,"Style quite describe building low quickly near.",Open,47,75.9797995,-161.94792,2025-04-30,Cooperport
4161ee48-0d49-4c40-ba40-37ae9d4ba93e,"Article shoulder toward he small.","Under Investigation",62,53.1774415,19.48773,2025-01-10,Whitneyland
416f0755-2312-4a4e-8502-4e0ee6e398c3,"Its provide responsibility case after leave.",Open,9,-52.718411,80.919108,2025-05-11,"West Amber"
41a6abb4-6cd9-4439-9015-114b89dcb858,"Point political media key baby.",Open,33,-88.127467,162.446374,2024-05-27,Tammyland
4221342a-0f3d-44f2-a398-97b5e47ad673,"People wish authority especially strong treatment.",Open,46,12.7981015,161.847167,2025-05-10,Nicholasview
4255a727-cd50-4154-be83-b8decca6c22e,"Glass staff third.",Open,68,-2.260336,127.78421,2025-03-31,Vangbury
4275a0f6-332e-46fe-9d83-f731b398844a,"Ever likely participant newspaper gas wait do ground.",Open,9,66.788937,137.044256,2025-03-22,Jessicafurt
42a33db7-fe39-4c30-946a-33bcf0ad896e,"Often turn between list glass nice sort.","Under Investigation",4,56.6695985,-128.560941,2025-03-03,"Port Christina"
43223d41-15f7-4074-82d3-a22e6ecc528c,"Bit focus born lead.","Under Investigation",42,-48.073327,41.940219,2024-10-30,Wilcoxton
4329d7e8-9ddd-459c-adc9-fa407e223a10,"Set so about law nor.",Open,35,-7.325889,175.344108,2024-10-12,Bushfort
437378a0-f650-4014-ba99-9553d30fdc90,"Move project too range.","Under Investigation",62,-78.874139,-100.112914,2025-01-21,"West Nicolestad"
43ce3df8-8b0e-46e5-af8b-5b996f9cfe22,"Give six life.","Under Investigation",59,-57.126654,80.237386,2024-07-25,"Port Evan"
43eddb09-641d-4866-a2d3-be777cc7fb7e,"Agent high expert response.",Open,14,61.136529,-62.77885,2024-10-14,"North Jennifer"
43feec5d-5fa8-4e21-84ac-9f507e2be240,"I natural explain interest reduce.",Closed,26,-14.978545,-105.855745,2024-06-23,Vasquezmouth
4404287e-8dca-4bb8-b8dc-0bfd04f5b6dd,"Strong fill point week music.","Under Investigation",54,9.136452,177.609639,2025-01-28,"North Billyside"
440f9824-d450-4f7a-b753-18a8a7c3c03b,"Party only throw word.",Open,44,-56.997643,-114.31495,2024-12-30,"East Nicoleside"
445fb4b6-7ec2-4043-85a2-c7f2b7eca5db,"Card represent job idea Mrs lose.","Under Investigation",6,15.239431,1.051172,2024-10-31,Jenniferstad
44692dcf-5002-4ead-b373-54283abe2e58,"Require within east somebody would a forward.","Under Investigation",20,-7.3397935,-45.402005,2024-10-08,"Port Julie"
4542740c-52ae-482b-bf59-335575414919,"Director act brother individual third raise.",Open,17,88.169367,11.785886,2024-10-06,"Lake Jonathanchester"
458918ca-ee97-4070-adf7-bae5ed8a2350,"Consumer worry still finish.","Under Investigation",85,77.0085275,-106.096544,2025-04-04,Christopherport
45d31ac0-7398-4976-927f-2d2671f2e81b,"Individual chance goal various hospital focus.",Open,58,13.3710805,-65.985963,2025-04-27,Robertsonport
45d33966-1650-4eb8-9d3d-07d10cba6ec0,"Where develop seat series possible worry.","Under Investigation",22,-55.422994,-146.964885,2024-06-27,"South Veronica"
461777f9-f510-4a2b-b621-f5b15b8db34c,"Activity enter save her approach surface.","Under Investigation",35,84.5064025,174.771851,2024-10-29,"Port Amy"
465c49bb-d2e5-48fe-8b2b-af93a0de965a,"Agreement address court where eat part.",Closed,27,-4.9447385,-76.112098,2024-12-16,"West Maryton"
466848c9-a1e1-45da-a91a-739c8fedaede,"Certainly lead leave oil.",Open,67,-10.218782,-99.341812,2025-01-29,"New Deanland"
469a2ffb-49b7-4375-ba78-52b35e1f58dd,"Issue agent sort trial positive lay evening.",Open,26,42.6140535,-88.600217,2025-02-24,"Port Amanda"
4730cad1-e465-4aac-b777-40a3905e5d5d,"Material consider green sea manage.",Open,61,28.885976,-40.503014,2024-05-31,Timothyhaven
474cc5bf-3f13-44e8-8646-b783bd156d05,"Say building yourself country ready man.",Open,20,-80.652527,115.086247,2024-07-09,"West Tammyville"
47c45038-a731-47e7-b4ed-d0290871c95b,"Perform author series business.",Closed,39,36.492224,-53.350366,2025-04-28,Katherineborough
47ced860-896d-47de-a7fc-5f8919f71113,"Range force different throw.",Open,74,37.910332,-83.740976,2024-10-12,"North Kelsey"
482b781d-2941-4e41-9cd1-0212cf89c370,"Start shoulder table use.",Open,70,-37.305318,113.732983,2024-10-10,"Lake Maryborough"
482d6ac3-1ec7-40cc-bd8f-2e470af77fbe,"Car should north rest.",Open,72,-56.2096215,79.872725,2024-10-01,Elizabethstad
4893bbb1-1c68-42d6-a1e7-3a42fd232ee1,"Must yeah senior serve reality often young building.","Under Investigation",6,-73.9699385,122.010007,2024-10-14,"East Davidtown"
489b7baa-6d0a-48fb-8f5b-0e8537d0027f,"Win season until decade item worry west draw.",Open,31,26.4231245,-123.22517,2025-01-14,"South Thomasstad"
48c4cc47-bf4e-4431-b973-96a8acb7c5ea,"Short dog difference.","Under Investigation",72,55.455636,67.011917,2024-10-19,"South Kimberly"
48d96f4e-5973-4fe1-b3d0-c12b766bf611,"Answer require south major.",Closed,20,-71.4842585,142.008055,2024-07-21,Frankhaven
492f50a8-4b57-4ce4-a282-7e60fa59fee8,"Nice senior whole out.",Closed,54,-78.302004,101.341689,2025-03-18,"West Catherine"
493f1a60-9330-4fe3-99c0-4ac05687e53b,"Picture able chance performance detail so yes.","Under Investigation",39,-64.9814465,-48.429637,2024-09-27,"New Charles"
496c9955-9721-4bc7-b1de-ad0a04938b10,"Direction man score.",Open,85,-21.711286,-105.758524,2025-01-23,"North Vickifort"
49a20277-3cef-4215-b20c-8d65d87aeefa,"Really soon he safe discussion.","Under Investigation",55,-29.673911,-53.894206,2024-12-25,"New Kimberly"
4a3534d9-a4ab-4f26-870b-bb9147ccfc01,"Approach situation across.",Closed,77,62.5652785,-91.992681,2025-01-27,Leonardchester
4a6b7a9b-639c-463d-94e8-f27dfcb6dd18,"Item blue throughout above color item.",Closed,35,-62.277587,34.616716,2025-03-09,Petermouth
4aa3b7b5-8e1f-4b16-97d1-25901c6ad408,"They maintain leg take season.",Open,34,-19.7087475,-35.767282,2024-07-18,"New Kelliview"
4abe9870-e99a-4df1-9c12-8bceec613ce8,"Standard opportunity across.",Closed,17,79.7192735,-24.642131,2024-10-14,"West Maryhaven"
4b0f4338-1b4f-4bd6-bfb2-d5020c4629d0,"Experience society enjoy thousand enter.",Open,88,-79.8330225,84.212154,2024-08-30,"East Stevestad"
4b2afd59-e7f0-4dad-b611-46ac5b40b83b,"Should letter moment opportunity.",Open,16,67.8549115,72.188999,2024-12-21,"South Sarahside"
4b9faf67-c76b-45ef-b3ce-64d093fa75b1,"Almost less happen main interview time.",Open,37,-66.9909925,122.777656,2024-05-31,Angelaland
4c342ace-a66e-48dc-8153-0b1a11f872ea,"Once price increase increase east.",Closed,50,-89.0904325,17.848325,2024-05-26,"West Ronaldport"
4c4e820f-1b2f-4cd0-9c6d-4604834f0d2f,"Thought purpose model practice rather.",Open,61,-81.877806,-145.427336,2024-07-18,"New Ryanstad"
4c53fa4f-82db-4f4a-99d4-12a69426ed0c,"Outside blue culture store decide site.",Open,77,-62.414161,-133.560992,2024-09-27,Douglasville
4c7c53a8-164e-4555-ab95-260fe706f04a,"Family national know world.",Closed,49,21.8023595,-44.827695,2025-02-05,"South Jonathanmouth"
4cea77fd-f937-46d2-906f-dd83154fdc1d,"Space style speak.",Open,73,-1.926057,169.858239,2025-02-08,"Port Gregory"
4d13e76f-d729-4736-a159-5cc097422d12,"Close eat need others.","Under Investigation",74,71.5814185,-165.066055,2025-01-09,"East Catherine"
4d37f51b-dad5-4adf-b065-f32042b39502,"Mrs bill financial although factor all theory dog.",Closed,45,-54.1047825,-21.943809,2024-06-22,"New Kelly"
4d85680b-cc62-4021-bdca-6b539852deb3,"Capital benefit clear.",Open,21,-11.2825205,154.595691,2024-10-10,"Port Andrewshire"
4da2a162-6886-48a7-8dda-7d0a467e8e21,"Art tax develop.","Under Investigation",16,-44.7205375,56.940369,2025-01-21,"North Michaelberg"
4ddb4762-e655-4498-9717-263572a667cf,"American six dark miss read type own.","Under Investigation",29,57.1643745,107.514861,2024-06-20,"New Adam"
4e177162-46e0-466d-9a7d-7d4ed3d20cc7,"Special everyone executive four agent.",Closed,24,25.1562385,93.247863,2025-05-06,"North Jeffrey"
4e2a4d89-1b6d-404f-9b37-3fdc05568069,"Direction behavior power six she.","Under Investigation",8,-17.742347,-21.138939,2024-10-12,Steelemouth
4eb178cc-23df-486c-92fc-9998590e5547,"Daughter shoulder interview respond.","Under Investigation",58,64.505488,62.240836,2024-06-05,Lauramouth
4f511849-318f-4b1c-8393-a9fef78a9496,"Beyond coach western message bring should five.",Open,53,-25.4127495,-105.061663,2024-09-08,"New Carlyport"
4f70c7d9-f55b-4ef7-ae9b-077830fb34f4,"Compare walk investment history many.","Under Investigation",3,76.103119,-53.502616,2024-08-30,Fordside
4fca79ef-7e90-4f15-adbf-5b42eeb9344a,"Lose where cell Democrat.",Open,51,1.9859485,-168.258076,2025-04-10,"East Robert"
4fe7b535-6d07-4f62-997a-47d08c9133bd,"Yeah know beat whether building.",Open,29,-72.9177055,-132.331632,2024-06-18,Craigmouth
50826778-3d1b-493c-9356-d01c3657c1d8,"Free investment hard measure dark song popular half.",Open,6,-75.6001015,175.772683,2024-10-30,Richardsonland
50e09198-23f2-4b99-84b9-9cc7eb9b14a9,"Green artist manage manager.","Under Investigation",72,-60.724614,43.674867,2024-10-05,"East Amber"
5105eb3d-bb19-42d4-aef0-f6dd254d35ab,"Likely rest fight middle share.",Open,72,-58.6269055,122.701588,2025-05-16,Tylerburgh
517f6983-b3f4-4398-a4b7-8e317612bf61,"Expert process scientist story.","Under Investigation",23,-80.3143345,-119.727386,2025-01-07,"Lake Martintown"
5188eb25-7086-450c-bd97-f53acda77888,"Each race consumer we accept.",Closed,23,9.153126,-97.329502,2025-05-17,"East Laurie"
518deca9-800c-49cb-b9a0-99002e38e7b8,"Reach use color positive indicate want common.","Under Investigation",64,58.5349145,-38.153021,2025-03-28,"Port Thomaschester"
51cae252-3ada-4d1c-87bf-18a5d1d3f780,"Population break stuff team medical woman yard.",Closed,18,14.3216285,171.478119,2024-12-14,Jomouth
527faca0-df25-4a31-acd4-3f91495ff318,"Remember bank seven war.",Open,70,68.073473,0.795464,2024-06-14,"New Jeffery"
52f3b7f3-01cb-4812-83a5-f08d138c2143,"Hit image television go lay laugh daughter.","Under Investigation",73,44.5075875,-69.603552,2024-07-30,"Lake William"
52ff4232-ba4d-4c40-a99c-21ed171cf1fd,"Break agent today.","Under Investigation",7,-33.973729,45.713956,2024-10-27,Haysville
53518e81-399a-47fe-b360-faef8fa80879,"Bank late too.","Under Investigation",29,64.5773935,17.264072,2024-11-10,Kaylaview
53982c5c-a633-4d2f-8e6d-062bab3dd2e0,"Simply vote discuss figure drug pressure pull form.","Under Investigation",13,-39.6994065,152.541491,2025-01-17,"New Robert"
53a28215-ed22-4a93-bb67-b57055ac5a64,"Letter need office cause ground likely.","Under Investigation",22,12.435604,-11.650377,2025-04-10,Landrymouth
5412e253-6acd-4d54-88f3-b5e21517d1e3,"Kitchen very my single just.",Open,9,14.4407905,-156.637502,2024-08-24,Gomezland
5416302a-6ef2-4054-8a6a-d70f8b9186a0,"Offer nor top all.",Closed,54,-2.9001315,127.385995,2025-03-08,Holtberg
54241228-6897-42e7-8f5a-84ba2c410084,"Represent stay thank action star.","Under Investigation",38,-61.3137505,7.24124,2025-05-09,"Port James"
54356d53-c2e3-4333-b33c-69cfe4c4dc6b,"Father around financial me describe report long.","Under Investigation",29,-38.2526585,-167.047757,2024-10-16,"Port Jasmine"
5457ccee-f087-49da-93af-27a443389379,"Main toward kind small make discuss speak.","Under Investigation",40,-72.2234245,-139.243312,2025-01-14,Traceyburgh
54822e05-d331-4287-868d-21b205662f22,"Perhaps speech safe suggest among experience.","Under Investigation",20,-27.2572585,-129.170498,2025-01-24,Nicholasberg
548c90b1-9e26-4408-8bc1-d10c781ed362,"Board partner up scientist theory.","Under Investigation",66,33.2787895,-87.709147,2024-09-22,Joshuamouth
54c0ac59-dbf9-4302-9496-102f08ef9a22,"Newspaper trouble especially across.",Closed,4,-7.3618345,18.624515,2024-10-06,Cynthiabury
54ebb872-b6b7-404c-8c38-975a47d29685,"Police matter first.","Under Investigation",37,-44.4231575,-83.126915,2024-11-13,Coreyshire
54ec480c-ba1b-4d57-8506-4f2d97c1fc72,"Vote anyone audience detail never education seat.",Open,70,-20.7206565,-39.701674,2024-09-29,Michaelhaven
55160c3d-1cdf-4132-bcf3-4c7c867756f6,"Member involve minute attack imagine so.",Open,11,-65.9120525,-6.974855,2024-09-13,Juliechester
55376603-6793-4955-a065-c3451c4b6798,"Perform get effect late too suddenly me.",Closed,83,-48.507788,137.312329,2024-11-09,Benjaminfurt
55ad3624-5062-40b6-bd09-d14335a67005,"Parent must fly risk.",Closed,58,-63.242187,131.304267,2024-12-20,"Port Michaeltown"
55d251fa-484d-4a5e-a91b-ae22f8b485a7,"Figure those laugh Mr.","Under Investigation",87,-72.4399295,143.126486,2024-09-17,"East Paul"
55db2b99-ca6b-4b78-846e-5d43991108e4,"Easy manager world inside necessary.",Closed,56,32.002222,135.400044,2024-11-05,Yoderfurt
564e3822-621c-492a-b5a3-96bcd6689f34,"Value analysis worker difference.","Under Investigation",22,22.500786,-97.250895,2024-10-08,"Lake Taylorchester"
5688fa04-9370-482d-a93c-aa6bb7073dd8,"Girl individual firm.",Closed,52,42.029779,-28.49291,2024-12-13,Christineberg
56af6a76-0548-451f-9424-fa028da6a57b,"Up scientist win scientist table likely.","Under Investigation",88,-11.317011,8.728506,2025-05-16,Danielside
5718829a-2e41-4011-9ba1-36929bfd8752,"Usually role water sing.",Closed,45,-83.949383,-18.733211,2024-06-08,Bakerside
57536a18-5d11-4f36-bc90-7f86324aa97b,"Others plant our stand color.","Under Investigation",12,25.273974,-43.445187,2024-08-24,Dustinburgh
577151ec-f7a1-4798-9742-375d188e8f57,"Simple lot population various.",Open,71,-12.378766,167.971179,2025-04-21,"West Tyler"
5784ff9e-335f-446c-be08-307d52c7ce32,"Ground against image machine culture.","Under Investigation",54,-66.8729505,20.187598,2025-03-25,"New Kristastad"
5791815e-c576-424b-b6be-4f5a9ca750f6,"Cost within story.",Closed,13,48.232954,9.592205,2024-05-26,"South Jordanburgh"
57b2d337-4a58-470d-b9dd-f1e87c073c62,"Heart operation top win.",Open,22,-11.6300365,177.005147,2025-03-01,"Lake Alexander"
57c834d3-e20a-4270-b859-9805af43c5f1,"Paper front pay color enjoy.",Open,77,-17.463261,-103.889205,2024-11-23,"West Kimberlyfurt"
57f197d5-f50e-40e7-894b-ed396d78094b,"Officer write onto heart the different.",Closed,81,-71.918316,-35.098311,2024-11-15,Garciaberg
581b1875-a31d-4a83-b91f-e3f3379bbf7b,"Fight sister above from us industry court.",Closed,65,-0.984366,125.096436,2024-12-30,"South Joseph"
583ef209-b583-4a9a-95a6-253df6a20f97,"Region it successful voice.",Closed,68,-0.5263185,18.447738,2024-06-19,Jonesborough
588cf901-4a75-464f-8002-5b4565114862,"Risk discuss my reason sometimes message citizen each.","Under Investigation",54,-84.4167835,127.452264,2025-02-17,"West Dustin"
58db56cc-ad50-4578-a1a0-f9c1ebf73f18,"Think sister sometimes avoid life consider whose.","Under Investigation",33,-42.3488225,80.626324,2024-12-13,Mirandamouth
5918e28a-6e82-478c-a4e4-89b5df7e214b,"Report meet pay level nation shake.",Closed,73,71.614004,-74.310221,2025-04-16,Catherineville
59198597-e345-4682-ac9d-b95548e16b73,"Small nation ask reach walk.","Under Investigation",58,52.1604245,-105.534436,2025-02-21,Wangchester
59598ddc-adb9-4261-b5f5-60dc7348c3ad,"Short tell play at place school reality.",Open,10,-39.3627135,-77.480227,2025-03-11,Lauraton
5a702484-a91a-49aa-bccb-406bf5d16e3e,"Themselves color cut soldier.",Open,67,6.3865195,-147.802994,2024-09-08,"New Andrea"
5a97fc85-b8fb-4849-a47f-8083242f900d,"Structure trial day must team leader.",Closed,87,22.992961,136.061027,2025-02-23,"Port Meghan"
5ad56030-1c90-4f5f-bca3-1b0e8cd9dd07,"Question yes under sea treatment could type cultural.","Under Investigation",53,47.9125575,20.239551,2025-05-04,"North Christopher"
5afd4603-5108-4005-857d-39fd5e69ac85,"Course nation part this teacher vote leave stock.",Closed,87,53.799836,-75.983717,2024-06-11,Jordanburgh
5b0601cf-8e12-4eb0-91b9-4e919bd6a7c3,"Tend yeah these song.",Closed,72,-63.302041,18.255353,2024-06-11,Dustinville
5b2ae0b1-5ff0-4fd2-aaf6-cd0ceb3e7188,"Good child expect old here.",Closed,28,-1.2959775,124.594091,2024-12-15,"West Bryanshire"
5b5fd9ee-e825-45ca-a59e-b4c0c2cecfa1,"Interview test suddenly career.","Under Investigation",88,2.9795575,75.416475,2024-11-11,"North Joshuabury"
5b697584-ec22-45f1-b857-95314eb1f3f3,"Class every reach white now simple.",Open,29,-51.2595275,84.104607,2025-03-30,Johnbury
5b6ee9c9-841d-4c01-b8a1-fca40ad5f59e,"Size data rock successful worker.",Open,32,41.026062,-122.871696,2025-05-23,"Lake Ashley"
5baf890c-e07a-4449-9346-f4e69af14ae2,"Single eat remember American finish finish.",Open,78,57.719761,-25.730445,2025-04-13,"Lake Kimberlystad"
5bc2801b-0a92-40b2-8d72-63fac4e367a3,"News world night follow.",Closed,9,-19.976532,-56.110146,2025-04-14,Tammiechester
5bdec97e-91e9-4c5e-86a3-6d35b085a3e2,"Per recognize too blue.",Closed,5,-1.520103,56.597256,2025-03-31,"Port Eric"
5bec0a4d-e2b0-45a7-aff9-935ed2b6128b,"Protect artist voice little picture former while city.",Open,84,-38.6487715,62.196925,2024-11-04,"Lake Kristy"
5bfb7ea2-3e9b-45fa-b57a-5cdd1524dd78,"At you law southern enjoy remember stage government.",Closed,74,-82.883683,-21.119003,2024-09-20,Jeffreybury
